年度,月份,樣品編號,試驗項目,地點,pH,有機質,P2O5,K2O,CaO,MgO,EC,Fe,Mn,Cu,Zn,Pb,Cd,Ni,Cr,Na,Si
"2016","4","10504058","鳳梨釋迦","山里段","6.49","2.35","95.40","70.27","5884.11","125.43","0.05","131.33","128.57","2.37","4.59","*","*","*","*","*","*"
"2016","4","10504059","有機柑桔","北源段","6.58","2.08","66.28","195.60","3095.55","553.16","0.05","425.68","71.27","3.24","6.58","5.99","-0.04 ","3.57","0.54","*","*"
"2016","4","10504060","荖葉","外環道","6.40","1.21","282.39","116.70","324.16*20","190.78","0.21","422.56","103.76","23.18","42.52","*","*","*","*","*","*"
"2016","3","10503001","蔬菜","海端段","5.43","6.00","2.4566*50","444.33","2471.97","145.90","0.09","91.56","18.81","3.17","8.53","*","*","*","*","*","*"
"2016","3","10503002","蔬菜","知本段","5.78","2.49","0.2266*50","195.76","2528.48","423.44","0.07","375.60","84.02","5.04","2.83","*","*","*","*","*","*"
"2016","3","10503003","茶","鹿野段","6.58","2.22","6.19","168.18","305.43","40.94","0.04","未檢出","12.58","1.00","未檢出","8.08","未檢出","未檢出","未檢出","*","*"
"2016","3","10503004","茶","鹿野段","5.80","3.46","8.63","169.02","572.14","84.57","0.04","未檢出","38.63","0.93","未檢出","7.31","未檢出","0.02","未檢出","*","*"
"2016","3","10503005","茶","鹿野段","5.10","2.48","156.51","306.63","551.46","81.75","0.16","163.46","16.34","9.87","2.71","5.36","未檢出","未檢出","0.16","*","*"
"2016","3","10503006","茶","鹿野段","4.79","3.15","212.20","399.65","774.35","124.67","0.06","297.46","19.13","9.11","5.93","3.96","未檢出","0.43","0.65","*","*"
"2016","3","10503007","釋迦","太麻里","5.33","0.38","46.46","200.36","5825.08","86.71","0.09","113.61","141.80","1.92","3.27","*","*","*","*","*","*"
"2016","3","10503008","釋迦","太麻里","5.85","0.16","20.47","182.70","6954.69","79.38","0.07","128.43","154.89","2.26","2.70","*","*","*","*","*","*"
"2016","3","10503009","釋迦","建和","5.89","0.93","161.45","169.70","1916.86","60.27","0.04","223.70","27.05","3.82","4.96","*","*","*","*","*","*"
"2016","3","10503010","釋迦","建和","5.18","1.55","218.41","213.67","1268.23","75.57","0.04","509.29","18.11","3.65","5.59","*","*","*","*","*","*"
"2016","3","10503011","咖啡","樂山段","5.51","4.01","22.36","454.80","2103.45","147.12","0.06","68.83","48.13","4.51","3.89","*","*","*","*","*","*"
"2016","3","10503012","蔬菜","新田段","5.96","4.55","44.71","224.03","7124.67","332.56","0.13","313.62","187.79","8.51","23.33","5.94","未檢出","1.95","未檢出","*","*"
"2016","3","10503013","果樹","山里段","5.95","3.96","101.88","404.85","2461.39","215.64","0.06","196.93","67.97","2.34","10.80","5.69","未檢出","0.24","未檢出","*","*"
"2016","3","10503014","果樹","山里段","5.86","2.68","142.73","222.93","2238.11","178.44","0.05","203.64","33.34","3.47","14.29","4.85","未檢出","0.47","未檢出","*","*"
"2016","3","10503015","","青林段","5.97","1.49","26.71","187.23","2557.30","142.51","0.08","141.56","52.29","6.15","3.37","*","*","*","*","*","*"
"2016","3","10503016","釋迦","後湖段","6.00","1.71","70.75","183.84","1892.91","252.60","0.05","73.86","47.81","4.20","92.49","*","*","*","*","*","*"
"2016","3","10503017","釋迦","後湖段","6.13","0.97","41.03","179.01","1444.42","227.75","0.05","75.52","32.55","2.50","131.21","*","*","*","*","*","*"
"2016","3","10503018","釋迦","利家段","5.83","2.72","179.03","269.73","1759.04","127.48","0.06","180.96","47.28","9.54","338.03","*","*","*","*","*","*"
"2016","3","10503019","釋迦","利家段","5.64","2.29","129.67","283.39","1361.02","196.76","0.07","148.10","59.45","5.61","408.86","*","*","*","*","*","*"
"2016","3","10503020","釋迦","山里段","6.17","2.64","7.81","132.50","8797.54","136.54","0.07","1.86","80.34","1.39","15.25","*","*","*","*","*","*"
"2016","3","10503021","釋迦","山里段","6.29","1.48","6.29","117.51","10210.96","134.22","0.06","38.74","80.89","1.08","19.99","*","*","*","*","*","*"
"2016","3","10503022","有機咖啡","斑鳩段","5.26","4.15","54.11","224.95","829.36","41.28","0.06","91.77","22.35","2.78","2.30","*","*","*","*","*","*"
"2016","3","10503023","紅龍果","永丰段","5.78","1.97","174.60","153.45","4129.77","167.28","0.12","62.93","37.90","20.60","28.63","*","*","*","*","*","*"
"2016","3","10503024","蔬菜","新園","6.08","1.81","12.87","118.18","5096.87","125.52","0.06","318.36","114.72","7.31","3.03","*","*","*","*","*","*"
"2016","3","10503025","咖啡","武陵","6.01","2.67","59.58","154.88","3092.45","217.82","0.08","194.55","51.75","7.17","10.04","*","*","*","*","*","*"
"2016","3","10503026","釋迦","太麻里","6.21","0.66","30.85","132.51","9637.47","167.06","0.09","231.64","271.09","2.39","7.06","*","*","*","*","*","*"
"2016","3","10503027","釋迦","太麻里","6.29","1.00","61.69","116.94","10830.55","157.58","0.06","227.12","275.46","2.07","9.68","*","*","*","*","*","*"
"2016","3","10503028","釋迦","太麻里","6.32","1.81","96.70","134.43","12661.00","246.73","0.09","232.97","311.18","1.55","7.53","*","*","*","*","*","*"
"2016","3","10503029","蔬菜","豐里","6.20","2.47","81.17","181.19","4989.72","208.67","0.21","353.96","113.34","7.70","9.68","*","*","*","*","*","*"
"2016","3","10503030","蔬果","明峰","5.76","2.90","198.42","286.64","1138.14","120.43","0.06","372.75","22.47","9.93","13.72","6.72","未檢出","0.33","未檢出","*","*"
"2016","3","10503031","蔬果","明峰","5.50","2.61","205.04","210.79","764.85","77.49","0.04","375.63","11.67","10.63","12.18","6.44","未檢出","0.29","未檢出","*","*"
"2016","3","10503032","蔬果","明峰","5.34","3.01","290.90","310.26","1689.77","169.58","0.07","410.52","25.10","14.94","42.35","13.73","未檢出","0.35","未檢出","*","*"
"2016","3","10503033","蔬果","明峰","5.06","2.50","291.91","218.47","1222.16","93.20","0.05","448.13","17.08","17.15","47.54","21.94","未檢出","0.43","未檢出","*","*"
"2016","3","10503034","芭樂、柑仔","樂山段","5.28","2.77","18.66","393.93","726.29","69.61","0.04","35.62","9.56","2.86","0.63","7.80","未檢出","未檢出","未檢出","*","*"
"2016","3","10503035","芭樂、柑仔","樂山段","5.14","3.19","13.78","287.41","444.29","33.70","0.05","未檢出","2.50","2.40","0.29","6.02","未檢出","未檢出","未檢出","*","*"
"2016","3","10503036","芭樂、柑仔","樂山段","5.01","3.88","5.14","145.01","232.74","28.32","0.03","21.34","4.93","3.42","未檢出","6.51","未檢出","未檢出","未檢出","*","*"
"2016","3","10503037","釋迦","","5.13","2.44","271.65","598.90","2205.79","278.36","0.06","61.64","19.21","0.85","5.92","*","*","*","*","*","*"
"2016","3","10503038","","東河鄉 藍寶段","6.98","1.59","27.49","316.05","2569.89","715.11","0.06","40.08","16.05","2.60","1.85","*","*","*","*","*","*"
"2016","3","10503039","香蕉","利泰段","7.08","2.08","182.25","138.70","5690.62","204.86","0.07","142.43","120.83","11.44","18.34","*","*","*","*","*","*"
"2016","3","10503040","香蕉","利泰段","6.98","2.08","25.41","144.83","1225.77","74.37","0.04","未檢出","13.12","4.32","0.64","*","*","*","*","*","*"
"2016","3","10503041","","","6.38","1.40","84.14","209.50","972.98","41.84","0.06","138.29","20.76","1.30","0.79","3.53","未檢出","未檢出","未檢出","*","*"
"2016","3","10503042","荖葉","旭川段","6.28","2.54","330.40","291.67","5857.19","226.59","0.06","400.91","86.24","6.94","36.56","*","*","*","*","*","*"
"2016","3","10503043","","旭川段","6.24","1.61","278.85","1296.02","18531.95","747.44","1.38","802.56","342.95","8.66","52.17","*","*","*","*","*","*"
"2016","3","10503044","","旭川段","6.65","0.66","3.64","135.84","18957.38","545.37","0.51","1305.28","370.12","3.93","5.85","*","*","*","*","*","*"
"2016","3","10503045","蔬菜","月野段","5.85","3.50","28.03","201.68","1299.36","125.81","0.44","未檢出","12.49","1.64","0.83","4.78","未檢出","未檢出","未檢出","*","*"
"2016","3","10503046","釋迦","都蘭","7.08","2.30","9.04","511.25","3663.59","815.94","0.04","37.52","32.65","4.36","21.32","*","*","*","*","*","*"
"2016","3","10503047","台灣黎","豐里","7.36","1.27","13.44","142.94","1991.25","121.73","0.03","323.79","23.41","6.02","2.74","*","*","*","*","*","*"
"2016","3","10503048","台灣黎","豐里","7.21","1.28","16.52","127.97","1949.24","106.12","0.03","309.05","19.60","5.23","4.55","*","*","*","*","*","*"
"2016","3","10503049","台灣黎","豐里","6.53","1.39","15.79","156.55","1973.78","131.62","0.12","290.51","17.00","5.45","3.70","*","*","*","*","*","*"
"2016","3","10503050","台灣黎","豐里","7.05","1.28","12.18","124.84","1979.51","111.86","0.25","310.40","18.56","5.60","2.10","*","*","*","*","*","*"
"2016","3","10503051","台灣黎","豐里","6.62","1.27","13.55","224.87","1642.10","79.07","0.06","284.46","15.63","4.80","1.23","*","*","*","*","*","*"
"2016","3","10503052","台灣黎","豐里","7.10","1.21","13.82","519.13","1237.31","40.39","0.44","176.56","12.81","3.68","0.99","*","*","*","*","*","*"
"2016","3","10503053","台灣黎","豐里","6.14","1.59","48.34","127.86","2540.83","94.01","0.33","391.23","23.59","5.40","2.31","*","*","*","*","*","*"
"2016","3","10503054","台灣黎","豐里","6.07","1.20","37.01","268.41","2466.29","63.07","0.36","399.20","23.83","5.65","2.68","*","*","*","*","*","*"
"2016","3","10503055","台灣黎","豐里","6.36","1.15","15.05","288.95","1668.13","64.54","0.08","280.29","17.09","5.00","1.38","*","*","*","*","*","*"
"2016","3","10503056","台灣黎","豐里","5.95","1.29","40.42","130.96","2751.30","98.84","0.40","370.42","20.64","5.20","3.35","*","*","*","*","*","*"
"2016","3","10503057","台灣黎","豐里","5.84","1.18","84.12","333.83","5287.22","75.76","1.17","526.92","31.82","5.05","5.48","*","*","*","*","*","*"
"2016","3","10503058","台灣黎","豐里","5.78","1.28","60.58","460.69","3230.24","83.69","0.69","498.84","25.87","5.41","4.72","*","*","*","*","*","*"
"2016","3","10503059","台灣黎","豐里","5.34","1.29","15.94","123.14","1495.57","59.75","0.23","283.64","17.03","4.82","3.13","*","*","*","*","*","*"
"2016","3","10503060","台灣黎","豐里","5.34","1.29","12.92","256.54","1299.56","31.27","0.12","268.55","23.74","4.62","2.85","*","*","*","*","*","*"
"2016","3","10503061","台灣黎","豐里","5.26","1.32","11.72","327.01","1482.41","32.63","0.12","262.65","23.83","4.76","3.32","*","*","*","*","*","*"
"2016","3","10503062","台灣黎","豐里","5.08","1.33","25.41","169.29","1679.03","57.44","0.19","302.12","21.75","5.21","3.70","*","*","*","*","*","*"
"2016","3","10503063","台灣黎","豐里","4.98","1.24","11.13","254.80","1715.93","79.07","0.20","303.30","31.38","5.13","3.74","*","*","*","*","*","*"
"2016","3","10503064","台灣黎","豐里","4.97","1.17","18.64","302.01","1520.26","48.92","0.20","295.09","31.04","4.76","3.26","*","*","*","*","*","*"
"2016","3","10503065","台灣黎","豐里","4.95","1.26","44.32","109.82","2486.33","67.23","0.60","368.30","21.57","4.74","4.29","*","*","*","*","*","*"
"2016","3","10503066","台灣黎","豐里","5.21","1.47","18.05","211.22","1968.03","103.71","0.20","303.39","27.99","5.47","4.68","*","*","*","*","*","*"
"2016","3","10503067","台灣黎","豐里","5.07","1.83","93.32","246.79","3790.71","139.03","0.89","617.35","35.15","5.22","7.45","*","*","*","*","*","*"
"2016","3","10503068","台灣黎","豐里","5.05","1.25","13.51","114.57","2954.83","113.24","0.23","350.71","89.12","4.52","1.81","*","*","*","*","*","*"
"2016","3","10503069","台灣黎","豐里","4.88","1.10","11.98","190.39","1322.48","30.87","0.16","278.30","34.57","4.33","1.09","*","*","*","*","*","*"
"2016","3","10503070","台灣黎","豐里","4.90","1.55","11.20","212.64","1360.67","53.43","0.14","269.28","27.17","4.63","3.25","*","*","*","*","*","*"
"2016","3","10503071","台灣黎","豐里","4.67","1.54","45.13","100.52","1588.17","46.00","0.23","304.68","26.16","4.73","4.34","*","*","*","*","*","*"
"2016","3","10503072","台灣黎","豐里","4.62","1.25","43.02","132.37","2189.78","58.91","0.36","407.83","40.11","5.15","4.19","*","*","*","*","*","*"
"2016","3","10503073","台灣黎","豐里","4.55","1.58","37.79","281.16","1497.70","49.10","0.36","317.00","32.23","4.62","2.80","*","*","*","*","*","*"
"2016","3","10503074","台灣黎","豐里","4.65","1.31","25.68","119.86","1521.09","38.88","0.23","309.93","24.40","5.08","3.28","*","*","*","*","*","*"
"2016","3","10503075","台灣黎","豐里","4.64","1.39","70.33","253.65","2927.40","77.18","0.84","617.76","38.36","4.51","6.04","*","*","*","*","*","*"
"2016","3","10503076","台灣黎","豐里","4.65","1.45","78.40","383.61","3602.33","79.42","0.95","654.27","34.08","4.82","5.59","*","*","*","*","*","*"
"2016","3","10503077","台灣黎","豐里","5.50","1.55","12.25","98.74","1708.92","97.23","0.07","292.93","20.84","4.93","1.54","*","*","*","*","*","*"
"2016","3","10503078","台灣黎","豐里","5.39","1.03","11.65","92.70","1581.15","88.88","0.04","331.07","19.32","4.39","1.09","*","*","*","*","*","*"
"2016","3","10503079","台灣黎","豐里","5.51","1.27","11.03","99.90","1797.68","103.46","0.04","329.97","19.90","5.33","1.91","*","*","*","*","*","*"
"2016","3","10503080","台灣黎","豐里","5.60","1.03","10.39","97.23","1583.84","84.14","0.04","273.30","16.53","4.35","0.99","*","*","*","*","*","*"
"2016","3","10503081","台灣黎","豐里","5.63","1.53","12.58","313.51","1605.81","68.41","0.07","224.06","18.52","4.51","1.17","*","*","*","*","*","*"
"2016","3","10503082","台灣黎","豐里","5.38","1.35","13.83","377.40","1625.37","77.83","0.14","233.52","13.07","5.08","3.13","*","*","*","*","*","*"
"2016","3","10503083","台灣黎","豐里","5.39","1.33","45.91","119.09","2300.97","125.49","0.28","404.97","13.79","5.42","3.59","*","*","*","*","*","*"
"2016","3","10503084","台灣黎","豐里","5.32","1.44","38.55","151.47","2536.47","102.61","0.27","350.91","13.75","5.22","2.88","*","*","*","*","*","*"
"2016","3","10503085","台灣黎","豐里","5.28","1.24","21.31","293.19","1941.27","69.33","0.27","252.54","17.95","4.35","1.55","*","*","*","*","*","*"
"2016","3","10503086","台灣黎","豐里","5.31","1.42","123.12","137.44","9529.29","132.04","1.27","949.09","30.72","5.52","10.73","*","*","*","*","*","*"
"2016","3","10503087","台灣黎","豐里","5.36","1.41","609.22","279.82","5304.98","106.09","0.88","686.80","29.01","6.16","5.75","*","*","*","*","*","*"
"2016","3","10503088","台灣黎","豐里","5.34","1.30","610.22","568.11","4738.10","94.59","0.88","619.64","37.32","5.98","6.33","*","*","*","*","*","*"
"2016","3","10503089","台灣黎","豐里","4.76","1.41","46.19","115.11","1994.42","101.03","0.33","420.79","30.86","6.39","4.12","*","*","*","*","*","*"
"2016","3","10503090","台灣黎","豐里","4.55","1.31","35.83","150.05","1946.66","101.34","0.34","378.45","33.04","5.83","2.50","*","*","*","*","*","*"
"2016","3","10503091","台灣黎","豐里","4.54","1.42","35.76","265.27","1736.24","84.41","0.31","316.37","23.57","5.66","1.77","*","*","*","*","*","*"
"2016","3","10503092","台灣黎","豐里","4.62","1.28","131.19","100.86","2360.71","92.35","0.36","409.36","25.11","6.21","3.52","*","*","*","*","*","*"
"2016","3","10503093","台灣黎","豐里","4.45","1.48","61.27","171.94","2141.07","101.70","0.43","389.88","34.00","5.95","2.71","*","*","*","*","*","*"
"2016","3","10503094","台灣黎","豐里","4.51","1.34","401.23","307.18","3498.98","146.21","0.86","698.15","55.23","5.83","5.17","*","*","*","*","*","*"
"2016","3","10503095","台灣黎","豐里","4.58","1.36","373.88","119.49","3509.15","110.84","0.70","732.43","36.04","6.39","6.87","*","*","*","*","*","*"
"2016","3","10503096","台灣黎","豐里","4.68","1.35","680.52","248.65","4615.56","118.81","0.94","853.48","47.00","6.23","9.32","*","*","*","*","*","*"
"2016","3","10503097","台灣黎","豐里","4.67","1.28","345.09","176.00","3301.58","119.56","0.67","515.09","31.15","5.91","5.86","*","*","*","*","*","*"
"2016","3","10503098","台灣黎","豐里","4.57","1.02","34.73","93.68","1783.34","59.46","0.48","367.89","44.39","4.97","1.26","*","*","*","*","*","*"
"2016","3","10503099","台灣黎","豐里","4.81","1.38","32.59","107.13","1748.25","75.29","0.20","400.85","46.69","6.16","2.34","*","*","*","*","*","*"
"2016","3","10503100","台灣黎","豐里","4.57","1.45","42.38","282.59","2197.29","98.63","0.60","408.23","42.89","6.46","2.86","*","*","*","*","*","*"
"2016","3","10503101","台灣黎","豐里","4.52","1.47","288.77","102.70","2806.46","100.66","0.65","534.36","42.46","5.94","5.81","*","*","*","*","*","*"
"2016","3","10503102","台灣黎","豐里","4.50","1.29","207.17","168.13","2794.28","97.44","0.90","609.94","62.56","5.35","3.46","*","*","*","*","*","*"
"2016","3","10503103","台灣黎","豐里","4.52","1.39","332.29","317.24","3345.37","96.90","0.86","716.56","52.38","5.71","4.78","*","*","*","*","*","*"
"2016","3","10503104","台灣黎","豐里","4.41","1.33","98.39","90.09","2323.63","86.24","0.60","413.66","33.69","5.72","2.91","*","*","*","*","*","*"
"2016","3","10503105","台灣黎","豐里","4.44","1.59","113.63","128.02","2265.45","91.52","0.52","437.03","33.53","5.65","2.60","*","*","*","*","*","*"
"2016","3","10503106","台灣黎","豐里","4.46","1.36","209.38","178.72","2592.10","114.29","0.69","488.53","45.23","5.72","3.33","*","*","*","*","*","*"
